file,function_or_class,label
github_repos\fastapi\scripts\notify_translations.py,UpdateDiscussionComment,used
github_repos\fastapi\scripts\notify_translations.py,UpdateCommentData,used
github_repos\fastapi\scripts\notify_translations.py,UpdateCommentResponse,used
github_repos\fastapi\scripts\notify_translations.py,AddDiscussionComment,used
github_repos\fastapi\scripts\notify_translations.py,AddCommentData,used
github_repos\fastapi\scripts\notify_translations.py,AddCommentResponse,used
github_repos\fastapi\scripts\notify_translations.py,CommentsEdge,used
github_repos\fastapi\scripts\notify_translations.py,Comments,used
github_repos\fastapi\scripts\notify_translations.py,CommentsDiscussion,used
github_repos\fastapi\scripts\notify_translations.py,CommentsRepository,used
github_repos\fastapi\scripts\notify_translations.py,CommentsData,used
github_repos\fastapi\scripts\notify_translations.py,CommentsResponse,used
github_repos\fastapi\scripts\notify_translations.py,AllDiscussionsLabelNode,used
github_repos\fastapi\scripts\notify_translations.py,AllDiscussionsLabelsEdge,used
github_repos\fastapi\scripts\notify_translations.py,AllDiscussionsDiscussionLabels,used
github_repos\fastapi\scripts\notify_translations.py,AllDiscussionsDiscussionNode,used
github_repos\fastapi\scripts\notify_translations.py,AllDiscussionsDiscussions,used
github_repos\fastapi\scripts\notify_translations.py,AllDiscussionsRepository,used
github_repos\fastapi\scripts\notify_translations.py,AllDiscussionsData,used
github_repos\fastapi\scripts\notify_translations.py,AllDiscussionsResponse,used
github_repos\fastapi\scripts\notify_translations.py,Settings,used
github_repos\fastapi\scripts\notify_translations.py,PartialGitHubEventIssue,used
github_repos\fastapi\scripts\notify_translations.py,PartialGitHubEvent,used
github_repos\fastapi\scripts\people.py,get_graphql_response,used
github_repos\fastapi\scripts\people.py,get_graphql_question_discussion_edges,used
github_repos\fastapi\scripts\people.py,get_discussion_nodes,used
github_repos\fastapi\scripts\people.py,get_discussions_experts,used
github_repos\fastapi\scripts\people.py,get_top_users,used
github_repos\fastapi\scripts\people.py,get_users_to_write,used
github_repos\fastapi\scripts\people.py,update_content,used
github_repos\fastapi\scripts\people.py,main,used
github_repos\fastapi\scripts\people.py,Author,used
github_repos\fastapi\scripts\people.py,CommentsNode,used
github_repos\fastapi\scripts\people.py,Replies,used
github_repos\fastapi\scripts\people.py,DiscussionsCommentsNode,used
github_repos\fastapi\scripts\people.py,DiscussionsComments,used
github_repos\fastapi\scripts\people.py,DiscussionsNode,used
github_repos\fastapi\scripts\people.py,DiscussionsEdge,used
github_repos\fastapi\scripts\people.py,Discussions,used
github_repos\fastapi\scripts\people.py,DiscussionsRepository,used
github_repos\fastapi\scripts\people.py,DiscussionsResponseData,used
github_repos\fastapi\scripts\people.py,DiscussionsResponse,used
github_repos\fastapi\scripts\people.py,Settings,used
github_repos\fastapi\scripts\people.py,DiscussionExpertsResults,used
github_repos\fastapi\scripts\sponsors.py,get_graphql_response,used
github_repos\fastapi\scripts\sponsors.py,get_graphql_sponsor_edges,used
github_repos\fastapi\scripts\sponsors.py,get_individual_sponsors,used
github_repos\fastapi\scripts\sponsors.py,update_content,used
github_repos\fastapi\scripts\sponsors.py,main,used
github_repos\fastapi\scripts\sponsors.py,SponsorEntity,used
github_repos\fastapi\scripts\sponsors.py,Tier,used
github_repos\fastapi\scripts\sponsors.py,SponsorshipAsMaintainerNode,used
github_repos\fastapi\scripts\sponsors.py,SponsorshipAsMaintainerEdge,used
github_repos\fastapi\scripts\sponsors.py,SponsorshipAsMaintainer,used
github_repos\fastapi\scripts\sponsors.py,SponsorsUser,used
github_repos\fastapi\scripts\sponsors.py,SponsorsResponseData,used
github_repos\fastapi\scripts\sponsors.py,SponsorsResponse,used
github_repos\fastapi\scripts\sponsors.py,Settings,used
github_repos\fastapi\scripts\topic_repos.py,main,used
github_repos\fastapi\scripts\topic_repos.py,Settings,used
github_repos\fastapi\scripts\topic_repos.py,Repo,used
github_repos\fastapi\scripts\translate.py,get_langs,used
github_repos\fastapi\scripts\translate.py,generate_lang_path,used
github_repos\fastapi\scripts\translate.py,generate_en_path,used
github_repos\fastapi\scripts\translate.py,translate_page,used
github_repos\fastapi\scripts\translate.py,iter_all_en_paths,used
github_repos\fastapi\scripts\translate.py,iter_en_paths_to_translate,used
github_repos\fastapi\scripts\translate.py,translate_lang,used
github_repos\fastapi\scripts\translate.py,list_removable,used
github_repos\fastapi\scripts\translate.py,list_all_removable,used
github_repos\fastapi\scripts\translate.py,remove_removable,used
github_repos\fastapi\scripts\translate.py,remove_all_removable,used
github_repos\fastapi\scripts\translate.py,list_missing,used
github_repos\fastapi\scripts\translate.py,list_outdated,used
github_repos\fastapi\scripts\translate.py,update_outdated,used
github_repos\fastapi\scripts\translate.py,add_missing,used
github_repos\fastapi\scripts\translate.py,update_and_add,used
github_repos\fastapi\scripts\translate.py,make_pr,used
github_repos\fastapi\scripts\playwright\cookie_param_models\image01.py,run,used
github_repos\fastapi\scripts\playwright\header_param_models\image01.py,run,used
github_repos\fastapi\scripts\playwright\query_param_models\image01.py,run,used
github_repos\fastapi\scripts\playwright\request_form_models\image01.py,run,used
github_repos\fastapi\scripts\playwright\separate_openapi_schemas\image01.py,run,used
github_repos\fastapi\scripts\playwright\separate_openapi_schemas\image02.py,run,used
github_repos\fastapi\scripts\playwright\separate_openapi_schemas\image03.py,run,used
github_repos\fastapi\scripts\playwright\separate_openapi_schemas\image04.py,run,used
github_repos\fastapi\scripts\playwright\separate_openapi_schemas\image05.py,run,used
github_repos\fastapi\scripts\playwright\sql_databases\image01.py,run,used
github_repos\fastapi\scripts\playwright\sql_databases\image02.py,run,used
github_repos\fastapi\tests\main.py,non_operation,used
github_repos\fastapi\tests\main.py,non_decorated_route,used
github_repos\fastapi\tests\main.py,get_text,used
github_repos\fastapi\tests\main.py,get_id,used
github_repos\fastapi\tests\main.py,get_str_id,used
github_repos\fastapi\tests\main.py,get_int_id,used
github_repos\fastapi\tests\main.py,get_float_id,used
github_repos\fastapi\tests\main.py,get_bool_id,used
github_repos\fastapi\tests\main.py,get_path_param_id,used
github_repos\fastapi\tests\main.py,get_path_param_min_length,used
github_repos\fastapi\tests\main.py,get_path_param_max_length,used
github_repos\fastapi\tests\main.py,get_path_param_min_max_length,used
github_repos\fastapi\tests\main.py,get_path_param_gt,used
github_repos\fastapi\tests\main.py,get_path_param_gt0,used
github_repos\fastapi\tests\main.py,get_path_param_ge,used
github_repos\fastapi\tests\main.py,get_path_param_lt,used
github_repos\fastapi\tests\main.py,get_path_param_lt0,used
github_repos\fastapi\tests\main.py,get_path_param_le,used
github_repos\fastapi\tests\main.py,get_path_param_lt_gt,used
github_repos\fastapi\tests\main.py,get_path_param_le_ge,used
github_repos\fastapi\tests\main.py,get_path_param_lt_int,used
github_repos\fastapi\tests\main.py,get_path_param_gt_int,used
github_repos\fastapi\tests\main.py,get_path_param_le_int,used
github_repos\fastapi\tests\main.py,get_path_param_ge_int,used
github_repos\fastapi\tests\main.py,get_path_param_lt_gt_int,used
github_repos\fastapi\tests\main.py,get_path_param_le_ge_int,used
github_repos\fastapi\tests\main.py,get_query,used
github_repos\fastapi\tests\main.py,get_query_optional,used
github_repos\fastapi\tests\main.py,get_query_type,used
github_repos\fastapi\tests\main.py,get_query_type_optional,used
github_repos\fastapi\tests\main.py,get_query_type_int_default,used
github_repos\fastapi\tests\main.py,get_query_param,used
github_repos\fastapi\tests\main.py,get_query_param_required,used
github_repos\fastapi\tests\main.py,get_query_param_required_type,used
github_repos\fastapi\tests\main.py,get_enum_status_code,used
github_repos\fastapi\tests\main.py,get_query_type_frozenset,used
github_repos\fastapi\tests\main.py,get_query_list,used
github_repos\fastapi\tests\main.py,get_query_list_default,used
github_repos\fastapi\tests\test_additional_properties.py,foo,used
github_repos\fastapi\tests\test_additional_properties.py,test_additional_properties_post,used
github_repos\fastapi\tests\test_additional_properties.py,test_openapi_schema,used
github_repos\fastapi\tests\test_additional_properties.py,Items,used
github_repos\fastapi\tests\test_additional_properties_bool.py,test_call_invalid,used
github_repos\fastapi\tests\test_additional_properties_bool.py,test_call_valid,used
github_repos\fastapi\tests\test_additional_properties_bool.py,test_openapi_schema,used
github_repos\fastapi\tests\test_additional_properties_bool.py,FooBaseModel,used
github_repos\fastapi\tests\test_additional_properties_bool.py,Foo,used
github_repos\fastapi\tests\test_additional_properties_bool.py,Config,unused
github_repos\fastapi\tests\test_additional_responses_bad.py,test_openapi_schema,used
github_repos\fastapi\tests\test_additional_responses_custom_model_in_callback.py,callback_route,used
github_repos\fastapi\tests\test_additional_responses_custom_model_in_callback.py,main_route,used
github_repos\fastapi\tests\test_additional_responses_custom_model_in_callback.py,test_openapi_schema,used
github_repos\fastapi\tests\test_additional_responses_custom_model_in_callback.py,CustomModel,used
github_repos\fastapi\tests\test_additional_responses_custom_validationerror.py,test_openapi_schema,used
github_repos\fastapi\tests\test_additional_responses_custom_validationerror.py,JsonApiResponse,used
github_repos\fastapi\tests\test_additional_responses_custom_validationerror.py,Error,used
github_repos\fastapi\tests\test_additional_responses_custom_validationerror.py,JsonApiError,used
github_repos\fastapi\tests\test_additional_responses_default_validationerror.py,test_openapi_schema,used
github_repos\fastapi\tests\test_additional_responses_response_class.py,test_openapi_schema,used
github_repos\fastapi\tests\test_additional_responses_response_class.py,JsonApiResponse,used
github_repos\fastapi\tests\test_additional_responses_response_class.py,Error,used
github_repos\fastapi\tests\test_additional_responses_response_class.py,JsonApiError,used
github_repos\fastapi\tests\test_additional_responses_router.py,test_a,used
github_repos\fastapi\tests\test_additional_responses_router.py,test_b,used
github_repos\fastapi\tests\test_additional_responses_router.py,test_c,used
github_repos\fastapi\tests\test_additional_responses_router.py,test_d,used
github_repos\fastapi\tests\test_additional_responses_router.py,test_openapi_schema,used
github_repos\fastapi\tests\test_additional_responses_router.py,ResponseModel,used
github_repos\fastapi\tests\test_additional_response_extra.py,read_item,used
github_repos\fastapi\tests\test_additional_response_extra.py,test_path_operation,used
github_repos\fastapi\tests\test_additional_response_extra.py,test_openapi_schema,used
github_repos\fastapi\tests\test_allow_inf_nan_in_enforcing.py,test_allow_inf_nan_param_true,used
github_repos\fastapi\tests\test_allow_inf_nan_in_enforcing.py,test_allow_inf_nan_param_false,used
github_repos\fastapi\tests\test_allow_inf_nan_in_enforcing.py,test_allow_inf_nan_param_default,used
github_repos\fastapi\tests\test_allow_inf_nan_in_enforcing.py,test_allow_inf_nan_body,used
github_repos\fastapi\tests\test_ambiguous_params.py,test_no_annotated_defaults,used
github_repos\fastapi\tests\test_ambiguous_params.py,test_multiple_annotations,used
github_repos\fastapi\tests\test_annotated.py,test_get,used
github_repos\fastapi\tests\test_annotated.py,test_multiple_path,used
github_repos\fastapi\tests\test_annotated.py,test_nested_router,used
github_repos\fastapi\tests\test_annotated.py,test_openapi_schema,used
github_repos\fastapi\tests\test_application.py,test_get_path,used
github_repos\fastapi\tests\test_application.py,test_swagger_ui,used
github_repos\fastapi\tests\test_application.py,test_swagger_ui_oauth2_redirect,used
github_repos\fastapi\tests\test_application.py,test_redoc,used
github_repos\fastapi\tests\test_application.py,test_enum_status_code_response,used
github_repos\fastapi\tests\test_application.py,test_openapi_schema,used
github_repos\fastapi\tests\test_callable_endpoint.py,main,used
github_repos\fastapi\tests\test_callable_endpoint.py,test_partial,used
github_repos\fastapi\tests\test_compat.py,test_model_field_default_required,used
github_repos\fastapi\tests\test_compat.py,test_upload_file_dummy_with_info_plain_validator_function,used
github_repos\fastapi\tests\test_compat.py,test_union_scalar_list,used
github_repos\fastapi\tests\test_compat.py,test_get_model_config,used
github_repos\fastapi\tests\test_compat.py,test_complex,used
github_repos\fastapi\tests\test_compat.py,test_propagates_pydantic2_model_config,used
github_repos\fastapi\tests\test_compat.py,test_is_bytes_sequence_annotation_union,used
github_repos\fastapi\tests\test_compat.py,test_is_uploadfile_sequence_annotation,used
github_repos\fastapi\tests\test_compat.py,test_is_pv1_scalar_field,used
github_repos\fastapi\tests\test_compat.py,test_get_model_fields_cached,used
github_repos\fastapi\tests\test_compat.py,foo,used
github_repos\fastapi\tests\test_compat.py,foo,used
github_repos\fastapi\tests\test_compat.py,__bool__,used
github_repos\fastapi\tests\test_compat.py,Foo,used
github_repos\fastapi\tests\test_compat.py,Missing,used
github_repos\fastapi\tests\test_compat.py,EmbeddedModel,used
github_repos\fastapi\tests\test_compat.py,Model,used
github_repos\fastapi\tests\test_compat.py,Model,used
github_repos\fastapi\tests\test_compat.py,Model,used
github_repos\fastapi\tests\test_computed_fields.py,get_client,used
github_repos\fastapi\tests\test_computed_fields.py,test_get,used
github_repos\fastapi\tests\test_computed_fields.py,test_openapi_schema,used
github_repos\fastapi\tests\test_computed_fields.py,read_root,used
github_repos\fastapi\tests\test_computed_fields.py,read_responses,used
github_repos\fastapi\tests\test_computed_fields.py,area,used
github_repos\fastapi\tests\test_computed_fields.py,Rectangle,used
github_repos\fastapi\tests\test_custom_middleware_exception.py,run_middleware,used
github_repos\fastapi\tests\test_custom_middleware_exception.py,test_custom_middleware_exception,used
github_repos\fastapi\tests\test_custom_middleware_exception.py,test_custom_middleware_exception_not_raised,used
github_repos\fastapi\tests\test_custom_middleware_exception.py,__init__,used
github_repos\fastapi\tests\test_custom_middleware_exception.py,receive_wrapper,used
github_repos\fastapi\tests\test_custom_middleware_exception.py,ContentSizeLimitMiddleware,unused
github_repos\fastapi\tests\test_custom_route_class.py,get_a,used
github_repos\fastapi\tests\test_custom_route_class.py,get_b,used
github_repos\fastapi\tests\test_custom_route_class.py,get_c,used
github_repos\fastapi\tests\test_custom_route_class.py,test_get_path,used
github_repos\fastapi\tests\test_custom_route_class.py,test_route_classes,used
github_repos\fastapi\tests\test_custom_route_class.py,test_openapi_schema,used
github_repos\fastapi\tests\test_custom_route_class.py,APIRouteA,used
github_repos\fastapi\tests\test_custom_route_class.py,APIRouteB,used
github_repos\fastapi\tests\test_custom_route_class.py,APIRouteC,used
github_repos\fastapi\tests\test_custom_schema_fields.py,foo,used
github_repos\fastapi\tests\test_custom_schema_fields.py,test_custom_response_schema,used
github_repos\fastapi\tests\test_custom_schema_fields.py,test_response,used
github_repos\fastapi\tests\test_custom_schema_fields.py,Item,used
github_repos\fastapi\tests\test_custom_schema_fields.py,Config,unused
github_repos\fastapi\tests\test_custom_swagger_ui_redirect.py,test_swagger_ui,used
github_repos\fastapi\tests\test_custom_swagger_ui_redirect.py,test_swagger_ui_oauth2_redirect,used
github_repos\fastapi\tests\test_custom_swagger_ui_redirect.py,test_response,used
github_repos\fastapi\tests\test_datastructures.py,test_upload_file_invalid,used
github_repos\fastapi\tests\test_datastructures.py,test_upload_file_invalid_pydantic_v2,used
github_repos\fastapi\tests\test_datastructures.py,test_default_placeholder_equals,used
github_repos\fastapi\tests\test_datastructures.py,test_default_placeholder_bool,used
github_repos\fastapi\tests\test_datastructures.py,test_upload_file_is_closed,used
github_repos\fastapi\tests\test_datastructures.py,create_upload_file,used
github_repos\fastapi\tests\test_datetime_custom_encoder.py,test_pydanticv2,used
github_repos\fastapi\tests\test_datetime_custom_encoder.py,test_pydanticv1,used
github_repos\fastapi\tests\test_datetime_custom_encoder.py,get_model,used
github_repos\fastapi\tests\test_datetime_custom_encoder.py,get_model,used
github_repos\fastapi\tests\test_datetime_custom_encoder.py,serialize_datetime,used
github_repos\fastapi\tests\test_datetime_custom_encoder.py,ModelWithDatetimeField,used
github_repos\fastapi\tests\test_datetime_custom_encoder.py,ModelWithDatetimeField,used
github_repos\fastapi\tests\test_datetime_custom_encoder.py,Config,unused
github_repos\fastapi\tests\test_default_response_class.py,get_root,used
github_repos\fastapi\tests\test_default_response_class.py,get_path_override,used
github_repos\fastapi\tests\test_default_response_class.py,get_a,used
github_repos\fastapi\tests\test_default_response_class.py,get_a_path_override,used
github_repos\fastapi\tests\test_default_response_class.py,get_a_a,used
github_repos\fastapi\tests\test_default_response_class.py,get_a_a_path_override,used
github_repos\fastapi\tests\test_default_response_class.py,get_a_b,used
github_repos\fastapi\tests\test_default_response_class.py,get_a_b_path_override,used
github_repos\fastapi\tests\test_default_response_class.py,get_b,used
github_repos\fastapi\tests\test_default_response_class.py,get_b_path_override,used
github_repos\fastapi\tests\test_default_response_class.py,get_b_a,used
github_repos\fastapi\tests\test_default_response_class.py,get_b_a_path_override,used
github_repos\fastapi\tests\test_default_response_class.py,get_b_a_c,used
github_repos\fastapi\tests\test_default_response_class.py,get_b_a_c_path_override,used
github_repos\fastapi\tests\test_default_response_class.py,test_app,used
github_repos\fastapi\tests\test_default_response_class.py,test_app_override,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_a,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_a_override,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_a_a,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_a_a_override,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_a_b,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_a_b_override,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_b,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_b_override,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_b_a,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_b_a_override,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_b_a_c,used
github_repos\fastapi\tests\test_default_response_class.py,test_router_b_a_c_override,used
github_repos\fastapi\tests\test_default_response_class.py,render,used
github_repos\fastapi\tests\test_default_response_class.py,ORJSONResponse,used
github_repos\fastapi\tests\test_default_response_class.py,OverrideResponse,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_root,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_path_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_a,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_a_path_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_a_a,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_a_a_path_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_a_b,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_a_b_path_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_b,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_b_path_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_b_a,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_b_a_path_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_b_a_c,used
github_repos\fastapi\tests\test_default_response_class_router.py,get_b_a_c_path_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_app,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_app_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_a,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_a_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_a_a,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_a_a_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_a_b,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_a_b_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_b,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_b_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_b_a,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_b_a_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_b_a_c,used
github_repos\fastapi\tests\test_default_response_class_router.py,test_router_b_a_c_override,used
github_repos\fastapi\tests\test_default_response_class_router.py,OverrideResponse,used
github_repos\fastapi\tests\test_dependency_after_yield_raise.py,catching_dep,used
github_repos\fastapi\tests\test_dependency_after_yield_raise.py,broken_dep,used
github_repos\fastapi\tests\test_dependency_after_yield_raise.py,catching,used
github_repos\fastapi\tests\test_dependency_after_yield_raise.py,broken,used
github_repos\fastapi\tests\test_dependency_after_yield_raise.py,test_catching,used
github_repos\fastapi\tests\test_dependency_after_yield_raise.py,test_broken_raise,used
github_repos\fastapi\tests\test_dependency_after_yield_raise.py,test_broken_no_raise,used
github_repos\fastapi\tests\test_dependency_after_yield_raise.py,test_broken_return_finishes,used
github_repos\fastapi\tests\test_dependency_after_yield_raise.py,CustomError,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,acquire_session,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,dep_session,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,broken_dep_session,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,get_data,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,get_stream_simple,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,get_stream_session,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,get_broken_session_data,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,get_broken_session_stream,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,test_regular_no_stream,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,test_stream_simple,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,test_stream_session,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,test_broken_session_data,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,test_broken_session_data_no_raise,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,test_broken_session_stream_raise,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,test_broken_session_stream_no_raise,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,__init__,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,__iter__,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,iter_data,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,iter_data,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,iter_data,used
github_repos\fastapi\tests\test_dependency_after_yield_streaming.py,Session,used
github_repos\fastapi\tests\test_dependency_after_yield_websockets.py,acquire_session,used
github_repos\fastapi\tests\test_dependency_after_yield_websockets.py,dep_session,used
github_repos\fastapi\tests\test_dependency_after_yield_websockets.py,broken_dep_session,used
github_repos\fastapi\tests\test_dependency_after_yield_websockets.py,test_websocket_dependency_after_yield,used
github_repos\fastapi\tests\test_dependency_after_yield_websockets.py,test_websocket_dependency_after_yield_broken,used
github_repos\fastapi\tests\test_dependency_after_yield_websockets.py,__init__,used
github_repos\fastapi\tests\test_dependency_after_yield_websockets.py,__iter__,used
github_repos\fastapi\tests\test_dependency_after_yield_websockets.py,Session,used
github_repos\fastapi\tests\test_dependency_cache.py,test_normal_counter,used
github_repos\fastapi\tests\test_dependency_cache.py,test_sub_counter,used
github_repos\fastapi\tests\test_dependency_cache.py,test_sub_counter_no_cache,used
github_repos\fastapi\tests\test_dependency_cache.py,test_security_cache,used
github_repos\fastapi\tests\test_dependency_class.py,test_class_dependency,used
github_repos\fastapi\tests\test_dependency_class.py,__call__,used
github_repos\fastapi\tests\test_dependency_class.py,__call__,used
github_repos\fastapi\tests\test_dependency_class.py,synchronous,used
github_repos\fastapi\tests\test_dependency_class.py,synchronous_gen,used
github_repos\fastapi\tests\test_dependency_class.py,CallableDependency,used
github_repos\fastapi\tests\test_dependency_class.py,CallableGenDependency,used
github_repos\fastapi\tests\test_dependency_class.py,AsyncCallableDependency,used
github_repos\fastapi\tests\test_dependency_class.py,AsyncCallableGenDependency,used
github_repos\fastapi\tests\test_dependency_class.py,MethodsDependency,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,generator_state,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,generator_state_try,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,get_sync_async,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,get_sync_sync,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,get_sync_async_raise,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,get_sync_sync_raise,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,get_sync_async_raise_other,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,get_sync_sync_raise_other,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,get_sync_context_b,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,get_sync_context_b_raise,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_async_state,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_state,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_async_raise_other,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_raise_other,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_async_raise_raises,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_async_raise_server_error,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_context_b,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_context_b_raise,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_background_tasks,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_raise_raises,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_raise_server_error,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_async_state,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_sync_state,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_async_raise_other,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_sync_raise_other,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_async_raise_raises,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_async_raise_server_error,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_sync_raise_raises,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_sync_raise_server_error,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_context_b,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_context_b_raise,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,test_sync_background_tasks,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,AsyncDependencyError,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,SyncDependencyError,used
github_repos\fastapi\tests\test_dependency_contextmanager.py,OtherDependencyError,used
github_repos\fastapi\tests\test_dependency_contextvars.py,get_user,used
github_repos\fastapi\tests\test_dependency_contextvars.py,test_dependency_contextvars,used
github_repos\fastapi\tests\test_dependency_duplicates.py,duplicate_dependency,used
github_repos\fastapi\tests\test_dependency_duplicates.py,dependency,used
github_repos\fastapi\tests\test_dependency_duplicates.py,sub_duplicate_dependency,used
github_repos\fastapi\tests\test_dependency_duplicates.py,test_no_duplicates_invalid,used
github_repos\fastapi\tests\test_dependency_duplicates.py,test_no_duplicates,used
github_repos\fastapi\tests\test_dependency_duplicates.py,test_duplicates,used
github_repos\fastapi\tests\test_dependency_duplicates.py,test_sub_duplicates,used
github_repos\fastapi\tests\test_dependency_duplicates.py,test_openapi_schema,used
github_repos\fastapi\tests\test_dependency_duplicates.py,Item,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_main_depends,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_main_depends_q_foo,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_main_depends_q_foo_skip_100_limit_200,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_decorator_depends,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_decorator_depends_q_foo,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_decorator_depends_q_foo_skip_100_limit_200,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_router_depends,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_router_depends_q_foo,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_router_depends_q_foo_skip_100_limit_200,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_router_decorator_depends,used
github_repos\fastapi\tests\test_dependency_overrides.py,test_router_decorator_depends_q_foo,used
